order_id,customer_id,order_date,order_time,item_serial,box_type,delivery_region,distance_(miles),order_week,order_month,order_year,financial_quarter
1097686,345665,2021-12-13,19:09,65332,small,south_west,48,50,December,2021,Q4
1097687,883388,2021-12-13,21:21,78988,large,greater_london,43,50,December,2021,Q4
1097684,538656,2021-12-13,12:57,69830,small,south_east,43,50,December,2021,Q4
1097683,278191,2021-12-13,08:29,97663,large,greater_london,13,50,December,2021,Q4
1097682,103222,2021-12-13,01:48,28567,small,south_east,67,50,December,2021,Q4
1097685,104011,2021-12-13,17:49,28443,small,north_east,183,50,December,2021,Q4
1097688,342470,2021-12-14,12:08,73677,small,north_east,258,50,December,2021,Q4
1097689,103222,2021-12-15,05:07,41635,small,north_east,276,50,December,2021,Q4
1097690,103222,2021-12-15,07:14,38280,small,east_midlands,78,50,December,2021,Q4
1097691,950649,2021-12-15,09:10,30251,small,south_west,268,50,December,2021,Q4
1097692,776122,2021-12-16,03:59,89576,large,north_east,218,50,December,2021,Q4
1097693,842005,2021-12-16,04:07,4625,small,east_midlands,45,50,December,2021,Q4
1097694,514638,2021-12-16,20:49,95929,large,south_east,55,50,December,2021,Q4
1097695,328089,2021-12-17,20:13,55203,small,south_east,77,50,December,2021,Q4
1097697,729832,2021-12-18,16:05,50295,small,north_wales,244,50,December,2021,Q4
1097696,894185,2021-12-18,08:33,24273,small,west_midlands,158,50,December,2021,Q4
1097700,992498,2021-12-19,13:24,52092,small,greater_london,36,50,December,2021,Q4
1097699,712306,2021-12-19,05:48,44249,small,greater_london,44,50,December,2021,Q4
1097698,234555,2021-12-19,01:01,65603,small,south_east,60,50,December,2021,Q4
1097701,246796,2021-12-20,06:39,44142,small,south_east,77,51,December,2021,Q4
1097702,103222,2021-12-21,05:43,49203,small,greater_london,22,51,December,2021,Q4
1097703,557282,2021-12-21,12:32,8704,small,north_east,285,51,December,2021,Q4
1097704,101985,2021-12-22,07:09,36739,small,south_east,68,51,December,2021,Q4
1097705,276334,2021-12-22,10:24,24715,small,south_east,72,51,December,2021,Q4
1097706,287239,2021-12-22,13:12,49442,small,south_east,49,51,December,2021,Q4
1097707,847095,2021-12-23,09:24,8403,small,south_east,60,51,December,2021,Q4
1097708,284328,2021-12-24,02:46,61463,small,greater_london,22,51,December,2021,Q4
1097710,394269,2021-12-25,23:27,27870,small,greater_london,22,51,December,2021,Q4
1097711,822684,2021-12-25,23:53,20256,small,south_wales,220,51,December,2021,Q4
1097709,974095,2021-12-25,00:40,94083,large,south_west,183,51,December,2021,Q4
1097712,337693,2021-12-26,09:51,48087,small,greater_london,40,51,December,2021,Q4
1097713,255066,2021-12-27,00:00,39247,small,north_east,227,52,December,2021,Q4
1097714,330772,2021-12-27,17:22,94525,large,east_midlands,87,52,December,2021,Q4
1097715,103222,2021-12-28,14:55,17747,small,south_west,285,52,December,2021,Q4
1097716,256554,2021-12-29,14:10,28046,small,greater_london,34,52,December,2021,Q4
1097717,926026,2021-12-30,14:04,54736,small,greater_london,50,52,December,2021,Q4
1097718,276730,2021-12-31,11:05,13104,small,south_wales,168,52,December,2021,Q4
1097719,378716,2022-01-01,07:39,39886,small,greater_london,22,52,January,2022,Q1
1097720,913968,2022-01-02,01:22,21459,small,south_wales,150,52,January,2022,Q1
1097721,280395,2022-01-02,20:30,32523,small,south_wales,158,52,January,2022,Q1
1097722,920639,2022-01-03,14:58,24668,small,greater_london,45,1,January,2022,Q1
1097723,825114,2022-01-03,21:11,48795,small,greater_london,33,1,January,2022,Q1
1097724,371373,2022-01-04,08:01,10416,small,north_east,300,1,January,2022,Q1
1097725,701036,2022-01-05,02:04,40132,small,south_west,170,1,January,2022,Q1
1097726,873121,2022-01-05,23:36,91618,large,south_east,78,1,January,2022,Q1
1097727,996684,2022-01-06,06:08,13049,small,greater_london,18,1,January,2022,Q1
1097728,205300,2022-01-06,23:40,78826,large,south_wales,224,1,January,2022,Q1
1097730,929793,2022-01-07,18:46,8899,small,west_midlands,95,1,January,2022,Q1
1097729,198372,2022-01-07,16:47,90637,large,north_east,205,1,January,2022,Q1
1097731,104011,2022-01-08,10:15,11357,small,greater_london,41,1,January,2022,Q1
1097732,285002,2022-01-08,17:02,25328,small,south_east,70,1,January,2022,Q1
1097733,508857,2022-01-09,10:06,50608,small,greater_london,48,1,January,2022,Q1
1097734,652857,2022-01-10,02:26,59334,small,south_east,72,2,January,2022,Q1
1097735,757427,2022-01-10,17:20,96470,large,greater_london,16,2,January,2022,Q1
1097736,938389,2022-01-11,10:39,18771,small,greater_london,49,2,January,2022,Q1
1097737,826071,2022-01-11,20:47,54488,small,greater_london,43,2,January,2022,Q1
1097738,187285,2022-01-12,04:08,99585,large,north_east,178,2,January,2022,Q1
1097739,607323,2022-01-12,13:50,99752,large,east_midlands,105,2,January,2022,Q1
1097740,651735,2022-01-13,05:06,85985,large,greater_london,6,2,January,2022,Q1
1097741,140670,2022-01-13,14:59,76308,large,greater_london,34,2,January,2022,Q1
1097742,887619,2022-01-13,20:20,40963,small,east_midlands,90,2,January,2022,Q1
1097743,208019,2022-01-14,14:15,16737,small,east_midlands,45,2,January,2022,Q1
1097744,716568,2022-01-15,00:17,54591,small,greater_london,18,2,January,2022,Q1
1097745,801981,2022-01-15,20:51,9855,small,south_east,64,2,January,2022,Q1
1097747,104011,2022-01-16,13:06,37904,small,greater_london,45,2,January,2022,Q1
1097746,876821,2022-01-16,08:18,34155,small,greater_london,25,2,January,2022,Q1
1097748,872045,2022-01-17,05:59,62985,small,south_east,75,3,January,2022,Q1
1097749,608304,2022-01-17,15:14,67346,small,east_midlands,53,3,January,2022,Q1
1097750,805748,2022-01-18,13:45,30366,small,south_west,124,3,January,2022,Q1
1097751,877365,2022-01-19,08:21,32400,small,south_east,45,3,January,2022,Q1
1097752,500092,2022-01-19,11:46,1991,small,greater_london,15,3,January,2022,Q1
1097753,104011,2022-01-19,16:36,57633,small,greater_london,46,3,January,2022,Q1
1097754,936249,2022-01-20,03:11,98089,large,greater_london,8,3,January,2022,Q1
1097755,733446,2022-01-20,22:59,73071,small,greater_london,28,3,January,2022,Q1
1097756,226667,2022-01-21,12:01,96916,large,south_wales,237,3,January,2022,Q1
1097757,529783,2022-01-21,13:11,31418,small,greater_london,5,3,January,2022,Q1
1097758,119752,2022-01-22,10:15,89392,large,greater_london,6,3,January,2022,Q1
1097759,851526,2022-01-22,22:21,63443,small,south_west,251,3,January,2022,Q1
1097760,103222,2022-01-23,16:35,96107,large,north_east,201,3,January,2022,Q1
1097762,261014,2022-01-24,04:34,80440,large,greater_london,15,4,January,2022,Q1
1097764,733560,2022-01-24,18:56,50034,small,north_wales,215,4,January,2022,Q1
1097761,104011,2022-01-24,00:43,21079,small,greater_london,17,4,January,2022,Q1
1097763,483828,2022-01-24,18:38,99947,large,north_east,246,4,January,2022,Q1
1097765,768431,2022-01-25,14:00,19700,small,south_east,61,4,January,2022,Q1
1097766,863034,2022-01-26,10:37,7595,small,south_east,60,4,January,2022,Q1
1097767,102630,2022-01-26,20:31,21129,small,greater_london,20,4,January,2022,Q1
1097768,232989,2022-01-27,18:29,79200,large,south_west,132,4,January,2022,Q1
1097769,137354,2022-01-28,11:14,50990,small,greater_london,29,4,January,2022,Q1
1097770,983490,2022-01-28,13:54,21398,small,greater_london,37,4,January,2022,Q1
1097771,721717,2022-01-29,07:15,43613,small,greater_london,43,4,January,2022,Q1
1097772,506234,2022-01-29,23:35,83921,large,east_midlands,65,4,January,2022,Q1
1097774,768687,2022-01-30,18:27,881,small,greater_london,40,4,January,2022,Q1
1097773,320671,2022-01-30,00:55,442,small,greater_london,32,4,January,2022,Q1
1097776,712360,2022-01-31,10:05,76500,large,south_east,76,5,January,2022,Q1
1097777,600683,2022-01-31,10:30,9529,small,north_east,256,5,January,2022,Q1
1097775,535082,2022-01-31,09:47,23376,small,south_west,259,5,January,2022,Q1
1097780,876813,2022-02-01,20:06,11122,small,south_wales,209,5,February,2022,Q1
1097778,769510,2022-02-01,01:45,93601,large,east_midlands,114,5,February,2022,Q1
1097779,153229,2022-02-01,02:34,62821,small,east_midlands,119,5,February,2022,Q1
1097781,751455,2022-02-02,07:36,25460,small,south_wales,158,5,February,2022,Q1
1097782,256741,2022-02-03,06:33,17407,small,south_west,220,5,February,2022,Q1
1097783,576832,2022-02-04,05:50,48272,small,south_west,264,5,February,2022,Q1
1097784,560772,2022-02-05,05:29,75788,large,east_midlands,78,5,February,2022,Q1
1097785,698483,2022-02-05,22:55,70729,small,south_west,218,5,February,2022,Q1
1097786,133443,2022-02-05,23:31,3836,small,south_west,235,5,February,2022,Q1
1097787,564773,2022-02-06,14:40,60258,small,greater_london,24,5,February,2022,Q1
1097788,843665,2022-02-06,19:47,37920,small,greater_london,24,5,February,2022,Q1
1097789,326541,2022-02-07,14:51,88865,large,south_east,77,6,February,2022,Q1
1097790,617106,2022-02-08,01:41,86974,large,north_east,290,6,February,2022,Q1
1097791,154969,2022-02-08,03:16,34968,small,south_east,62,6,February,2022,Q1
1097792,525237,2022-02-08,04:46,68058,small,east_midlands,108,6,February,2022,Q1
1097793,104011,2022-02-08,16:39,56031,small,greater_london,45,6,February,2022,Q1
1097794,667930,2022-02-09,14:23,98794,large,west_midlands,139,6,February,2022,Q1
1097795,817918,2022-02-10,09:52,86963,large,south_east,50,6,February,2022,Q1
1097796,104011,2022-02-11,05:28,67574,small,greater_london,34,6,February,2022,Q1
1097797,488462,2022-02-11,13:20,88770,large,east_midlands,54,6,February,2022,Q1
1097798,558595,2022-02-11,20:32,37889,small,east_midlands,97,6,February,2022,Q1
1097799,103222,2022-02-12,18:55,23559,small,east_midlands,56,6,February,2022,Q1
1097800,974714,2022-02-13,08:47,16887,small,greater_london,50,6,February,2022,Q1
1097801,717934,2022-02-13,09:39,64502,small,greater_london,46,6,February,2022,Q1
1097802,103222,2022-02-13,22:20,99932,large,greater_london,21,6,February,2022,Q1
1097803,608305,2022-02-14,02:30,86018,large,east_midlands,101,7,February,2022,Q1
1097804,742989,2022-02-15,02:16,40335,small,south_west,156,7,February,2022,Q1
1097805,502572,2022-02-15,04:00,53271,small,greater_london,42,7,February,2022,Q1
1097806,870498,2022-02-15,14:43,34631,small,greater_london,44,7,February,2022,Q1
1097807,217953,2022-02-16,08:06,55060,small,greater_london,10,7,February,2022,Q1
1097808,103222,2022-02-17,06:22,32360,small,south_west,175,7,February,2022,Q1
1097811,365274,2022-02-18,21:28,87213,large,south_east,80,7,February,2022,Q1
1097810,282571,2022-02-18,20:04,16056,small,south_west,112,7,February,2022,Q1
1097809,964805,2022-02-18,04:33,48771,small,greater_london,36,7,February,2022,Q1
1097812,950433,2022-02-19,10:53,42811,small,greater_london,6,7,February,2022,Q1
1097813,325557,2022-02-19,14:54,8335,small,south_east,47,7,February,2022,Q1
1097814,796382,2022-02-20,04:48,7985,small,north_east,288,7,February,2022,Q1
1097815,771432,2022-02-20,22:03,11113,small,greater_london,38,7,February,2022,Q1
1097816,815542,2022-02-21,04:46,12544,small,south_east,73,8,February,2022,Q1
1097817,412289,2022-02-21,09:55,55413,small,south_wales,221,8,February,2022,Q1
1097818,790275,2022-02-22,09:42,49296,small,south_east,72,8,February,2022,Q1
1097819,783215,2022-02-22,21:56,78863,large,north_east,245,8,February,2022,Q1
1097820,668162,2022-02-23,00:22,30714,small,south_east,45,8,February,2022,Q1
1097821,360766,2022-02-23,21:34,53446,small,north_wales,270,8,February,2022,Q1
1097822,929771,2022-02-24,03:26,87117,large,greater_london,7,8,February,2022,Q1
1097823,378041,2022-02-24,07:59,25045,small,greater_london,31,8,February,2022,Q1
1097824,170719,2022-02-24,08:33,38355,small,north_wales,228,8,February,2022,Q1
1097827,241062,2022-02-25,22:45,54102,small,south_wales,164,8,February,2022,Q1
1097825,196720,2022-02-25,04:27,73879,small,south_east,53,8,February,2022,Q1
1097826,456600,2022-02-25,14:41,58202,small,south_west,120,8,February,2022,Q1
1097828,103222,2022-02-26,04:27,59831,small,south_east,73,8,February,2022,Q1
1097829,103222,2022-02-26,23:40,15320,small,north_east,182,8,February,2022,Q1
1097830,976496,2022-02-27,06:39,34629,small,south_east,43,8,February,2022,Q1
1097831,387070,2022-02-27,14:04,17189,small,greater_london,44,8,February,2022,Q1
1097832,572845,2022-02-28,06:46,50253,small,north_east,221,9,February,2022,Q1
1097837,123901,2022-03-01,17:33,57518,small,west_midlands,129,9,March,2022,Q1
1097833,909603,2022-03-01,01:17,39610,small,south_west,300,9,March,2022,Q1
1097834,132884,2022-03-01,05:09,6026,small,south_wales,142,9,March,2022,Q1
1097835,505142,2022-03-01,06:12,82068,large,greater_london,20,9,March,2022,Q1
1097836,321950,2022-03-01,17:23,77635,large,south_west,180,9,March,2022,Q1
1097838,514843,2022-03-01,19:56,2283,small,south_east,60,9,March,2022,Q1
1097842,317189,2022-03-02,22:53,94060,large,greater_london,39,9,March,2022,Q1
1097841,694753,2022-03-02,19:06,8144,small,greater_london,28,9,March,2022,Q1
1097840,969809,2022-03-02,18:05,38806,small,south_east,79,9,March,2022,Q1
1097839,774605,2022-03-02,07:04,9179,small,greater_london,13,9,March,2022,Q1
1097843,554337,2022-03-03,08:49,72312,small,greater_london,27,9,March,2022,Q1
1097844,436284,2022-03-03,10:15,16759,small,east_midlands,106,9,March,2022,Q1
1097845,565055,2022-03-03,21:10,63993,small,greater_london,15,9,March,2022,Q1
1097846,510386,2022-03-03,21:45,88806,large,greater_london,33,9,March,2022,Q1
1097847,362588,2022-03-04,01:26,1998,small,greater_london,35,9,March,2022,Q1
1097848,564323,2022-03-04,11:59,42506,small,south_wales,219,9,March,2022,Q1
1097849,808992,2022-03-04,16:19,31929,small,greater_london,17,9,March,2022,Q1
1097850,990364,2022-03-04,16:20,28605,small,south_west,263,9,March,2022,Q1
1097851,191142,2022-03-04,22:05,95636,large,greater_london,6,9,March,2022,Q1
1097852,980246,2022-03-05,02:16,57760,small,west_midlands,131,9,March,2022,Q1
1097853,213792,2022-03-05,07:28,26735,small,greater_london,34,9,March,2022,Q1
1097854,167995,2022-03-05,17:56,98133,large,greater_london,7,9,March,2022,Q1
1097855,290160,2022-03-05,22:33,96069,large,greater_london,10,9,March,2022,Q1
1097858,200821,2022-03-06,19:59,69024,small,south_east,56,9,March,2022,Q1
1097856,514847,2022-03-06,08:53,19024,small,south_east,70,9,March,2022,Q1
1097857,498732,2022-03-06,12:28,93320,large,greater_london,31,9,March,2022,Q1
1097859,182032,2022-03-07,02:47,37197,small,greater_london,16,10,March,2022,Q1
1097860,388534,2022-03-07,13:02,97345,large,south_east,71,10,March,2022,Q1
1097861,399660,2022-03-07,22:22,15189,small,south_east,52,10,March,2022,Q1
1097862,529785,2022-03-08,09:48,94192,large,south_west,108,10,March,2022,Q1
1097863,884339,2022-03-08,13:58,10859,small,south_east,54,10,March,2022,Q1
1097864,807913,2022-03-08,19:03,34503,small,south_east,69,10,March,2022,Q1
1097865,485759,2022-03-09,04:41,17714,small,west_midlands,101,10,March,2022,Q1
1097866,105857,2022-03-09,16:30,57916,small,greater_london,9,10,March,2022,Q1
1097867,904610,2022-03-09,17:13,19397,small,greater_london,14,10,March,2022,Q1
1097868,366332,2022-03-09,19:58,10445,small,south_east,73,10,March,2022,Q1
1097872,162454,2022-03-10,17:26,5639,small,south_east,45,10,March,2022,Q1
1097871,222314,2022-03-10,15:57,3107,small,greater_london,33,10,March,2022,Q1
1097873,731898,2022-03-10,21:47,48640,small,greater_london,9,10,March,2022,Q1
1097869,149963,2022-03-10,04:01,24633,small,greater_london,43,10,March,2022,Q1
1097870,299987,2022-03-10,07:15,17654,small,greater_london,47,10,March,2022,Q1
1097874,409169,2022-03-11,09:06,78090,large,south_east,49,10,March,2022,Q1
1097875,708001,2022-03-11,17:11,5412,small,south_east,55,10,March,2022,Q1
1097876,497216,2022-03-12,03:23,23506,small,south_west,253,10,March,2022,Q1
1097877,103222,2022-03-12,04:53,39648,small,greater_london,32,10,March,2022,Q1
1097878,626016,2022-03-12,07:02,83189,large,south_east,48,10,March,2022,Q1
1097879,873997,2022-03-12,12:58,61800,small,greater_london,8,10,March,2022,Q1
1097881,523962,2022-03-13,11:20,41352,small,south_wales,186,10,March,2022,Q1
1097882,897200,2022-03-13,15:06,24369,small,south_east,64,10,March,2022,Q1
1097883,365645,2022-03-13,19:42,47251,small,west_midlands,136,10,March,2022,Q1
1097880,375006,2022-03-13,00:04,28134,small,south_west,261,10,March,2022,Q1
1097887,103222,2022-03-14,23:36,97315,large,east_midlands,97,11,March,2022,Q1
1097884,568507,2022-03-14,06:27,58147,small,south_east,69,11,March,2022,Q1
1097885,104011,2022-03-14,15:37,59415,small,greater_london,12,11,March,2022,Q1
1097886,100131,2022-03-14,17:52,82240,large,east_midlands,113,11,March,2022,Q1
1097890,450204,2022-03-15,23:33,97681,large,south_east,50,11,March,2022,Q1
1097888,618036,2022-03-15,10:03,80124,large,greater_london,38,11,March,2022,Q1
1097889,633867,2022-03-15,15:47,68613,small,greater_london,49,11,March,2022,Q1
1097891,467779,2022-03-16,02:57,72819,small,south_west,249,11,March,2022,Q1
1097892,430831,2022-03-16,12:59,3215,small,south_wales,142,11,March,2022,Q1
1097893,451075,2022-03-16,18:35,37715,small,south_east,55,11,March,2022,Q1
1097894,511424,2022-03-16,20:15,65944,small,greater_london,44,11,March,2022,Q1
1097895,870722,2022-03-17,02:31,51074,small,south_east,79,11,March,2022,Q1
1097896,103222,2022-03-17,08:48,90348,large,south_west,157,11,March,2022,Q1
1097897,432515,2022-03-17,11:57,16123,small,south_west,108,11,March,2022,Q1
1097898,651780,2022-03-17,20:38,61093,small,greater_london,15,11,March,2022,Q1
1097903,817578,2022-03-18,22:57,85813,large,south_east,64,11,March,2022,Q1
1097899,897579,2022-03-18,02:33,28762,small,north_east,290,11,March,2022,Q1
1097900,635298,2022-03-18,06:53,19036,small,south_west,247,11,March,2022,Q1
1097901,239999,2022-03-18,09:42,7585,small,greater_london,29,11,March,2022,Q1
1097902,335140,2022-03-18,13:36,35257,small,greater_london,32,11,March,2022,Q1
1097906,650553,2022-03-19,19:14,5692,small,greater_london,8,11,March,2022,Q1
1097904,634682,2022-03-19,06:32,74576,small,greater_london,13,11,March,2022,Q1
1097905,636525,2022-03-19,09:49,18756,small,south_wales,144,11,March,2022,Q1
1097907,759274,2022-03-20,02:12,2754,small,south_east,74,11,March,2022,Q1
1097908,950913,2022-03-20,11:20,92054,large,south_east,79,11,March,2022,Q1
1097909,530302,2022-03-20,21:05,10,small,greater_london,12,11,March,2022,Q1
1097910,543667,2022-03-21,04:52,7668,small,south_west,82,12,March,2022,Q1
1097911,310684,2022-03-21,07:19,77439,large,south_west,141,12,March,2022,Q1
1097912,695285,2022-03-21,11:59,56984,small,south_west,53,12,March,2022,Q1
1097913,645647,2022-03-21,20:21,85471,large,west_midlands,123,12,March,2022,Q1
1097914,536773,2022-03-22,04:49,31264,small,north_wales,177,12,March,2022,Q1
1097915,527626,2022-03-22,15:20,14408,small,south_east,41,12,March,2022,Q1
1097921,103222,2022-03-23,12:32,17707,small,greater_london,39,12,March,2022,Q1
1097925,103222,2022-03-23,20:31,25751,small,south_wales,168,12,March,2022,Q1
1097924,403168,2022-03-23,19:48,70286,small,east_midlands,68,12,March,2022,Q1
1097923,553806,2022-03-23,18:49,50193,small,south_west,290,12,March,2022,Q1
1097922,297976,2022-03-23,15:00,76670,large,south_wales,141,12,March,2022,Q1
1097918,104011,2022-03-23,08:17,44557,small,south_east,40,12,March,2022,Q1
1097919,704372,2022-03-23,09:29,25016,small,greater_london,21,12,March,2022,Q1
1097917,548668,2022-03-23,02:35,98900,large,north_east,221,12,March,2022,Q1
1097916,774989,2022-03-23,01:40,60929,small,north_wales,234,12,March,2022,Q1
1097920,693878,2022-03-23,12:16,13433,small,south_west,275,12,March,2022,Q1
1097926,103222,2022-03-24,05:41,35949,small,south_west,262,12,March,2022,Q1
1097927,740616,2022-03-24,12:36,22884,small,east_midlands,118,12,March,2022,Q1
1097928,795221,2022-03-24,20:09,99075,large,south_west,243,12,March,2022,Q1
1097929,406804,2022-03-24,22:15,53843,small,south_east,50,12,March,2022,Q1
1097935,442052,2022-03-25,22:49,77500,large,south_east,54,12,March,2022,Q1
1097933,580951,2022-03-25,07:30,50355,small,greater_london,34,12,March,2022,Q1
1097934,104561,2022-03-25,14:19,40715,small,greater_london,43,12,March,2022,Q1
1097931,285470,2022-03-25,06:41,32268,small,greater_london,27,12,March,2022,Q1
1097930,580808,2022-03-25,01:18,30758,small,north_wales,200,12,March,2022,Q1
1097932,540325,2022-03-25,07:02,60336,small,south_east,43,12,March,2022,Q1
1097940,519123,2022-03-26,22:56,73621,small,east_midlands,86,12,March,2022,Q1
1097939,259244,2022-03-26,19:25,14271,small,south_west,112,12,March,2022,Q1
1097936,429558,2022-03-26,06:27,44787,small,greater_london,41,12,March,2022,Q1
1097937,657782,2022-03-26,07:20,55846,small,south_east,63,12,March,2022,Q1
1097938,437185,2022-03-26,12:48,44293,small,south_east,65,12,March,2022,Q1
1097941,233960,2022-03-27,09:15,88851,large,south_east,55,12,March,2022,Q1
1097942,758817,2022-03-27,17:04,92671,large,south_west,48,12,March,2022,Q1
1097943,527960,2022-03-27,22:32,91781,large,greater_london,18,12,March,2022,Q1
1097944,438961,2022-03-28,04:27,46338,small,north_east,286,13,March,2022,Q1
1097945,806218,2022-03-28,08:04,3137,small,south_west,164,13,March,2022,Q1
1097946,694559,2022-03-28,10:14,614,small,south_west,115,13,March,2022,Q1
1097947,229325,2022-03-28,15:48,23587,small,south_east,52,13,March,2022,Q1
1097948,618218,2022-03-28,23:55,43239,small,south_west,126,13,March,2022,Q1
1097952,390144,2022-03-29,21:34,30082,small,south_east,51,13,March,2022,Q1
1097951,368633,2022-03-29,10:56,40511,small,south_west,121,13,March,2022,Q1
1097949,815432,2022-03-29,04:36,96258,large,south_west,139,13,March,2022,Q1
1097950,828695,2022-03-29,09:37,60092,small,south_wales,211,13,March,2022,Q1
1097953,245453,2022-03-30,00:49,48135,small,south_east,69,13,March,2022,Q1
1097954,798697,2022-03-30,07:53,99965,large,east_midlands,44,13,March,2022,Q1
1097955,845491,2022-03-30,19:02,51034,small,north_wales,252,13,March,2022,Q1
1097956,774000,2022-03-30,21:10,26818,small,greater_london,40,13,March,2022,Q1
1097957,735253,2022-03-31,06:53,58639,small,greater_london,45,13,March,2022,Q1
1097958,131229,2022-03-31,17:25,49604,small,greater_london,25,13,March,2022,Q1
1097959,447094,2022-03-31,20:35,18351,small,south_east,70,13,March,2022,Q1
1097962,370089,2022-04-01,22:54,75347,large,south_wales,159,13,April,2022,Q2
1097960,550922,2022-04-01,07:43,8634,small,greater_london,39,13,April,2022,Q2
1097961,597000,2022-04-01,19:16,4440,small,greater_london,36,13,April,2022,Q2
1097964,104011,2022-04-02,13:31,82515,large,south_west,153,13,April,2022,Q2
1097965,922571,2022-04-02,18:13,7328,small,south_wales,215,13,April,2022,Q2
1097963,289850,2022-04-02,10:06,75160,large,greater_london,25,13,April,2022,Q2
1097968,148489,2022-04-03,17:37,60874,small,north_wales,160,13,April,2022,Q2
1097966,983647,2022-04-03,05:21,32852,small,south_east,60,13,April,2022,Q2
1097967,571477,2022-04-03,06:28,82230,large,south_wales,238,13,April,2022,Q2
1097969,508481,2022-04-04,05:14,49349,small,north_east,262,14,April,2022,Q2
1097970,706885,2022-04-04,07:22,41394,small,greater_london,28,14,April,2022,Q2
1097971,626146,2022-04-04,17:49,80467,large,south_east,80,14,April,2022,Q2
1097972,114480,2022-04-05,05:45,1435,small,east_midlands,68,14,April,2022,Q2
1097973,616877,2022-04-05,11:14,56075,small,greater_london,10,14,April,2022,Q2
1097974,333021,2022-04-05,12:11,29921,small,south_wales,248,14,April,2022,Q2
1097975,283077,2022-04-05,18:10,82817,large,west_midlands,160,14,April,2022,Q2
1097976,528766,2022-04-06,04:19,97488,large,south_wales,143,14,April,2022,Q2
1097977,252060,2022-04-06,15:49,84397,large,east_midlands,57,14,April,2022,Q2
1097978,885809,2022-04-07,03:39,59904,small,south_east,57,14,April,2022,Q2
1097979,889031,2022-04-07,07:39,5560,small,greater_london,23,14,April,2022,Q2
1097980,770548,2022-04-07,12:49,3757,small,greater_london,10,14,April,2022,Q2
1097981,394064,2022-04-07,18:43,43210,small,west_midlands,97,14,April,2022,Q2
1097984,181264,2022-04-08,20:29,93681,large,greater_london,23,14,April,2022,Q2
1097982,104011,2022-04-08,01:15,56051,small,east_midlands,99,14,April,2022,Q2
1097983,355751,2022-04-08,11:38,89722,large,north_east,280,14,April,2022,Q2
1097985,388283,2022-04-09,07:30,84645,large,east_midlands,41,14,April,2022,Q2
1097986,851994,2022-04-09,15:21,47217,small,south_wales,236,14,April,2022,Q2
1097987,226933,2022-04-09,22:15,38207,small,greater_london,24,14,April,2022,Q2
1097988,226745,2022-04-10,08:58,61380,small,greater_london,17,14,April,2022,Q2
1097989,556682,2022-04-10,11:08,65524,small,south_east,54,14,April,2022,Q2
1097990,273530,2022-04-10,14:06,16418,small,south_east,69,14,April,2022,Q2
1097991,928454,2022-04-10,15:51,78676,large,south_east,57,14,April,2022,Q2
1097992,216508,2022-04-10,21:58,29011,small,south_west,202,14,April,2022,Q2
1097993,448417,2022-04-11,04:38,24050,small,greater_london,48,15,April,2022,Q2
1097994,553486,2022-04-11,05:51,83251,large,greater_london,38,15,April,2022,Q2
1097995,704619,2022-04-11,09:23,58566,small,west_midlands,149,15,April,2022,Q2
1097996,214289,2022-04-11,17:06,33677,small,south_west,253,15,April,2022,Q2
1097999,723978,2022-04-12,16:12,92144,large,south_east,48,15,April,2022,Q2
1097997,560095,2022-04-12,01:58,40261,small,greater_london,20,15,April,2022,Q2
1097998,103222,2022-04-12,09:27,589,small,greater_london,21,15,April,2022,Q2
1098000,644838,2022-04-13,02:09,63849,small,south_east,77,15,April,2022,Q2
1098001,345940,2022-04-13,04:07,20151,small,south_east,48,15,April,2022,Q2
1098002,335253,2022-04-13,11:35,51017,small,south_west,207,15,April,2022,Q2
1098003,103222,2022-04-13,22:55,48,small,greater_london,22,15,April,2022,Q2
1098004,104011,2022-04-14,04:19,31608,small,south_west,200,15,April,2022,Q2
1098005,748166,2022-04-14,14:54,73991,small,south_east,54,15,April,2022,Q2
1098006,390694,2022-04-14,23:06,30535,small,south_east,79,15,April,2022,Q2
1098007,976471,2022-04-15,07:23,70062,small,east_midlands,113,15,April,2022,Q2
1098008,263238,2022-04-15,18:22,63986,small,south_east,49,15,April,2022,Q2
1098009,699645,2022-04-15,20:01,38107,small,greater_london,32,15,April,2022,Q2
1098011,928388,2022-04-16,08:31,10791,small,south_east,70,15,April,2022,Q2
1098012,597930,2022-04-16,20:21,22660,small,south_west,120,15,April,2022,Q2
1098010,994547,2022-04-16,03:28,35782,small,west_midlands,127,15,April,2022,Q2
1098013,578687,2022-04-17,06:45,68342,small,south_east,47,15,April,2022,Q2
1098014,666603,2022-04-17,13:29,43300,small,south_east,46,15,April,2022,Q2
1098015,557467,2022-04-17,22:52,74615,small,greater_london,39,15,April,2022,Q2
1098016,470657,2022-04-18,10:25,41665,small,south_west,155,16,April,2022,Q2
1098017,267514,2022-04-18,12:24,78272,large,south_west,69,16,April,2022,Q2
1098018,297541,2022-04-18,18:52,62694,small,north_east,223,16,April,2022,Q2
1098019,352812,2022-04-18,20:44,99951,large,greater_london,25,16,April,2022,Q2
1098020,104011,2022-04-18,23:39,55853,small,south_west,105,16,April,2022,Q2
1098022,103222,2022-04-19,06:54,45069,small,greater_london,37,16,April,2022,Q2
1098023,320471,2022-04-19,14:33,10714,small,south_west,199,16,April,2022,Q2
1098021,103222,2022-04-19,05:26,98825,large,south_east,55,16,April,2022,Q2
